,ques,ans,isBully
313,Do you love Twilight as much as this I bet this will be your new homepage httpMyTwilightSearchcom, ew i hate twilight,Positive
314,Do you miss your hometown, lol no,Positive
315,do you think you could make it in the woods with just camping supplys for a week no cellphone, hell no,Positive
316,Does it bother you when strangers try to tell you what to do, yea ,Positive
317,Does it make you mad you have tonsssss of hate groups on myspace, I dont care anymore,Positive
318,does your bedroom door have a lock on it, no,Positive
319,Dont call her a bitch vv, just did,Positive
320,Dont You Hate How People Make Fake Celerbity Pages , yea that is sooo annoying,Positive
321,dont you hate it when people are only dating for about  days and they put i love the persons name on there statuses and stuff I do , i hate that so much,Positive
322,DUDE  ARE YOU SERIOUS YOUR SO STUPIDDDD  STFU and btw  if your tired of people talking shit on your form spring  delete this accountt  and be yourself  are you that bad, not as stupid as you jsjust saying,Positive
323,dude  ewwwwr go home roger, back at you,Positive
324,dude it seems like everyone hates you you should just delete all your socialing sites , should i care,Positive
325,Dude shes faking herself  no one else in the world would fake her, No im not,Positive
326,Ever been in a gang O, no,Positive
327,ever dyed your hair if so how many times, never,Positive
328,Everyone Look  This Girl Was Using Missy Lockes Pictures And I Told Her She Was Fake  Then She Was Like Im Not Fake  Then She Took Bettys Pictures SHES DUMB httpwwwformspringmeLMT, k,Positive
329,ew youre gross ugly BITCH, not as gross as you bitch,Positive
330,ewwwwwwww, okay i know im ew,Positive
331,Faaaaake D, I am not fake,Positive
332,fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake, Your fake,Positive
333,fake, Im not fake,Positive
334,Fake, your fake,Positive
335,Faveee Timee  Sport , volleyball,Positive
336,favorite band, hm i dont have one,Positive
337,favorite color, purple  ,Positive
338,favorite song, hmm probably Alejandro by lady gaga,Positive
339,favorite song, I already answered that,Positive
340,Favve Song , alejandro by lady gaga,Positive
341,get a life you twisted bitch, You get a life,Positive
342,get naked, Ew no,Positive
343,GIRLS  DoHave you cheered GUYS  DoHave you played football , nope,Positive
344,GIRLS Have You Ever Faught Over A Guy What Happened GUYS Has A Girl Ever Faugh Over You What Happened , nooo,Positive
345,GO TO HELL xD, you go to hell ugly wannabe scene chick,Positive
346,Grosss Your face is nasty, so is yours,Positive
347,Grosss Your face is nasty, so is yours you dont see me complaining,Positive
348,guess what you should do GET A LIFE I dont even know you so why would you even start shit with me Seriously  you must be a bit messed up in the head Pathetic, i have one for your information Nope i aint messed up,Positive
349,GUYS What do you hate most about girls  GIRLS What do you hate most about guys, they can be annoying,Positive
350,haha lifeless cunt stop writing on my wall you shit faced slut, yo mamma,Positive
351,Have you ever been to Georgia , no but i wanna go their,Positive
352,Have you ever hated that you loved someone , not really,Positive
353,Have you ever went to someones page  seen them asking theirselves questions  But when you ask them about it  they deny it Ive seen it , yea that is sooo stupid,Positive
354,heey how many other formsprings do u have like  damn get a life, you care why,Positive
355,hello, hey,Positive
356,heres a cookie eat it  D, Yay nom nom,Positive
357,Hey  its your cousin again  When are you coming to visit us Im gonna make a formspring , idk,Positive
358,hey everyone  this is the girl that fakes ta, k,Positive
359,Hey im ashlee im tired of everyone commenting on my damn formspring talking shit, ,Positive
360,Hey im ashlee im tired of everyone commenting on my damn formspring talking shit, ,Positive
361,hey why dont you go kill yourself alot of ppl would be really happy , why would i wanna do that,Positive
362,heyyy  your an ugly fucking bitch  you think your sexy haha  you aint shit besides an ugly bitch  beware of what ill fucking put your shit on blast fucking stupid ass cunt fuck off   stop hatein on peoples pages before i go off on your ugly ass, please bitch what are you going to do nothing If i were i would get a life,Positive
363,hi asslee asshole D, Hi anonymous,Positive
364,Hi you smelly rotten poo You smell like pigs vomit Did you just go to the toilet I wondered what that smell was  you missed the toilet and it fell on your ugly clothes  are you poor You stink like hamster poo Id love to ram a metal pole up your ass, Id love to see you get hit by a car ,Positive
365,hi youre ashlee and youre not  and youre ugly as hell so beware bye , if i were you i wouldnt be talking beth ,Positive
366,hi, Hey,Positive
367,hi, hey ,Positive
368,Hmm  What Questionss Inbox Me Some Ideas , sure,Positive
369,how are you, Great you,Positive
370,how is your mom, great  yours,Positive
371,How Many Siblings Do You Have,,Positive
372,How many silly bands do you own , none,Positive
373,How much do you have sex, what type of question is that sicko,Positive
374,how often do you go to the salon and get something done to your hair, like twice a month,Positive
375,How old are you, does it matter,Positive
376,httpfilesformspringmeprofilebeacathumbjpg, stalkerrrr,Positive
377,I dont know you  and Ive never said ur ugly please dot comment on my looks, learn how to spell ,Positive
378,i dont know you  but you seem like a bitch, Im not,Positive
379,i found you on jensens thingie i cant really see your picture but i guess your cute, on what thanks ,Positive
380,I Hate When Formspring Messes Up  Dont You  , sometimes,Positive
381,i hate when people are mad at for no reason at allwhat about you, i dislike that,Positive
382,i hope your asswhole gets sniffed by aids, Hope you get aids ,Positive
383,I know  theyre amazing The singer Jeremy McKinnon is soooooo funny  He loved giving me high fives My shirt is so cool too Its with a fat guy on it lol Do you know the band August Burns Red, dude like i said your so lucky no,Positive
384,i like how everyone writes you just to insult you seriously  all your questions are dissing you HAHAH, Are you sure im not dissing you,Positive
385,i like yur bg, thanks,Positive
386,I LOVE ADTR VvV Theyre my fav I know every song by heart, serious they are a good band D,Positive
387,i never said that im  or that im sexy dumbasssssss, are you sure bitch,Positive
388,I really wanna take you downn   Its a song  lmfaoo , lmfao i thought something else,Positive
389,i swear to fucking god bitch i hate you so much you think you can add people and just talk shit on there pages haha  naaa yuuu must got us fucked up im going to hunt your ass down and beat the shit out of youu with my own to hands kbitchhhh, lame ass joke you cant do shit,Positive
390,Im not a creepy stalker Just everyone fucking hates you so everyone knows what you fucking do You remind me of Harmony Flashpink but uglier and alittle more pathetic Everyone knows you fake yourself and other girls  and you want attention Dumbfuck, i dont fake myself,Positive
391,im not fake r sorry, liar,Positive
392,If you had to perform at the circus  what trick would you do, idk,Positive
393,If Your Going To Be Rude  Give Smart Ass Answers We Will Unfollow You , okay,Positive
394,im a big fan of betty and u is ugler than her so fuck up bitch u ugly shit head, oh wow should i care,Positive
395,im bored, same here ,Positive
396,Is There Anyone You Wish You Never Met , no,Positive
397,Its your cousin again lol  why is everyone saying your fake, they are stupid,Positive
398,its cool how you swear when your only  , i know,Positive
399,lala, lololol,Positive
400,Learn how to spell Learn how to tell apart a typo from a spelling error   And learn how to be a proper fake, you learn to keep your damn mouth shut,Positive
401,LMFAO  youre fucking creepy  must have no friends nor life  if you have to create muliple formsprings of yourself  saying theyre fakes Quit thinking everyone wants to be you   they copy you No one would fake you Im sorry your such a pathetic poser, your the one who is creepy stalker,Positive
402,lyrics for You Should Have Killed Me When You Had The Chance ADTR, So I say goodbye to a town that has ears and eyes I can hear you whispering as I walk by Familiar faces smiling back at me and I knew This would make them change  The only thing thats going to bother me Is that youll all call yourselves my friends  Why cant you look me in the eyes one last time  The writings on the wall  youve read that Ill be gone  but if you call my name Just know that Ill come running  for one more night to spare with you This is where Im meant to be  please dont leave me  Iuve read these stories a thousand times  and now Iull rewrite them all Youure meddling in an anger you canut control She means the world to me  so hold your serpent tongue Is a whores lies worth dying for Ill just take my time  The only thing thats going to bother me Is that youll all call yourselves my friends  Why cant you look me in the eyes one last time  The writings on the wall  youve read that Ill be gone  but if you call my name Just know that Ill come running  for one more night to spare with you This is where Im meant to be  please dont leave me  I walked into your house this morning I brought the gun from our end table Your blood was strewn across the walls Theyll find you on your bathroom floor  I walked into your house this morning I brought the gun from our end table Your blood was strewn across the walls Theyll find you on your bathroom floor when Im done  But should I write it all off But should I write it all off But should I write it all off You should have killed me when you had the chance But should I  You should have killed me when you had the chance You should have killed me when you had the chance You should have killed me when you had the chance,Positive
403,Me pathetic your the one who started the shit, so,Positive
404,no body likes yuuuuuuu, like I care,Positive
405,No honestly your really immature , your the one,Positive
406,nom nom, yum yum,Positive
407,Nope I actually have a life COUGHCOUGH unlike you  the lonely pathetic ugly lowlife manwoman whos life events are staying on formspring creating fakes and starting shit Seriously  Im not the bitch  you are END OF STORY KCOOLBYE, i have a life show your face Anonymous,Positive
408,obese, not close to obese,Positive
409,oh god not you again, same here,Positive
410,Oh well  I met ABR too The singer is the shit  hes a beast, lucky pringle pop,Positive
411,ohh look the girl who fakes herself, I only faked myself once,Positive
412,Ok bitch wanna get started on me  Ok one faggot is an over used term that people try to use on me to get me to feel bad twoyour nothing but alowlife bitch who gets the kicks out of starting shit with people dont comestarting shit on my formspring, well i want to bitch,Positive
413,Okae then bitch you dont got any quick comebacks now do you you fucking FAKE, wow pathetic much,Positive
414,online , p,Positive
415,pretty gurrrl, haha thanks ,Positive
416,relation to Miley Cyrus, what,Positive
417,SLUT LEAVE BETTY ALONE CUNT FACE, she is the slut,Positive
418,Sooo you have sex alot, df no,Positive
419,stay off of my formspring I dont even know who you are, why should I,Positive
420,STFU YOU HOE you piece of shiit, wow i feel insulted,Positive
421,stop annoying betty btw youre  a really sad little girlboy  You think ur all grown up now using big words  stupid child  living a fake life behind a damn keyboard and a screen how more pathetic can you be , girl Im not fake hun,Positive
